"","ID","Description","RichFactor","FoldEnrichment","p.adjust","qvalue","geneID","Count"
"GO:0002366","GO:0002366","leukocyte activation involved in immune response",0.04,2.51466666666667,0.0290169927756466,0.0236056111560714,"NKG7/LGALS1/TYROBP/CD69/FOXP1/RAC2/ITGB2/HLA-DRB1/CORO1A/VAMP8/NDFIP1/HLA-F/ANXA1",13
"GO:0006909","GO:0006909","phagocytosis",0.0438247011952191,2.75511288180611,0.0304100235511342,0.0247388554956502,"TYROBP/ITGB2/CYBA/CORO1A/CDC42SE1/LMAN2/GZMK/IL2RG/CDC42SE2/ITGB1/ANXA1",11
"GO:0050851","GO:0050851","antigen receptor-mediated signaling pathway",0.0465116279069767,2.92403100775194,0.030788827133879,0.0250470159638262,"HLA-A/FOXP1/HLA-DPB1/CD3D/CD53/HLA-DRB1/BAX/CD8A/PHPT1/CD3G",10
"GO:0032507","GO:0032507","maintenance of protein location in cell",0.0847457627118644,5.32768361581921,0.0311155337986184,0.0253127950729697,"SORL1/SRGN/TXN/PARK7/HNRNPU",5
"GO:0007266","GO:0007266","Rho protein signal transduction",0.054421768707483,3.42131519274376,0.0311155337986184,0.0253127950729697,"RHOG/CFL1/RHOA/CDC42SE1/RIPOR2/CDC42SE2/ITGB1/CSNK1A1",8
"GO:0071353","GO:0071353","cellular response to interleukin-4",0.111111111111111,6.98518518518519,0.0311155337986184,0.0253127950729697,"TCF7/CORO1A/TUBA1B/IL2RG",4
"GO:0043122","GO:0043122","regulation of canonical NF-kappaB signal transduction",0.0391566265060241,2.46164658634538,0.0332179009068764,0.0270230915481614,"TMSB4X/GAPDH/LTB/LGALS1/ZC3HAV1/RHOA/HLA-DRB1/BST2/S100A4/GSTP1/NDFIP1/BIRC2/TNFAIP3",13
"GO:0061154","GO:0061154","endothelial tube morphogenesis",0.166666666666667,10.4777777777778,0.0333446567055177,0.0271262086463955,"FOXP1/RHOA/CSNK2B",3
"GO:0002418","GO:0002418","immune response to tumor cell",0.108108108108108,6.7963963963964,0.0333446567055177,0.0271262086463955,"NKG7/HLA-A/GZMB/HLA-DRB1",4
"GO:0035456","GO:0035456","response to interferon-beta",0.108108108108108,6.7963963963964,0.0333446567055177,0.0271262086463955,"IFITM2/CALM1/BST2/IFITM1",4
"GO:1903749","GO:1903749","positive regulation of establishment of protein localization to mitochondrion",0.108108108108108,6.7963963963964,0.0333446567055177,0.0271262086463955,"TOMM7/RAC2/GZMB/UBE2L3",4
"GO:2000515","GO:2000515","negative regulation of CD4-positive, alpha-beta T cell activation",0.108108108108108,6.7963963963964,0.0333446567055177,0.0271262086463955,"LGALS1/CD69/NDFIP1/ANXA1",4
"GO:0051607","GO:0051607","defense response to virus",0.0389221556886228,2.44690618762475,0.0337339847330139,0.0274429308546647,"IFI6/ISG15/IFITM2/HSP90AA1/ZC3HAV1/PCBP2/BST2/IFITM1/VAMP8/CNOT7/ISG20/TNFAIP3/DDX17",13
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization",0.0389221556886228,2.44690618762475,0.0337339847330139,0.0274429308546647,"CIB1/HSP90AA1/SORL1/TOMM7/RAC2/ITGB2/GZMB/PPIA/HLA-DRB1/DYNLL1/PHPT1/UBE2L3/OAZ1",13
"GO:0008154","GO:0008154","actin polymerization or depolymerization",0.0481283422459893,3.02566844919786,0.0370105848905279,0.0301084775510513,"TMSB4X/ARPC3/CFL1/ARPC2/CORO1A/RICTOR/BRK1/PFN1/CAPZB",9
"GO:0098885","GO:0098885","modification of postsynaptic actin cytoskeleton",0.157894736842105,9.92631578947368,0.0376705220570693,0.0306453429754343,"CFL1/RHOA/PFN1",3
"GO:0002833","GO:0002833","positive regulation of response to biotic stimulus",0.0344086021505376,2.1631541218638,0.0386664646562489,0.0314555521487891,"MIF/HSP90AA1/TYROBP/ZC3HAV1/PCBP2/HLA-C/NONO/GZMB/CYBA/HLA-DRB1/RICTOR/DDX3X/HLA-F/BIRC2/CSNK1A1/TNFAIP3",16
"GO:0032481","GO:0032481","positive regulation of type I interferon production",0.0659340659340659,4.14505494505495,0.0386664646562489,0.0314555521487891,"ISG15/GAPDH/HSP90AA1/TYROBP/ZC3HAV1/DDX3X",6
"GO:0070670","GO:0070670","response to interleukin-4",0.102564102564103,6.44786324786325,0.0387044632460885,0.0314864643781566,"TCF7/CORO1A/TUBA1B/IL2RG",4
